,H1,H2,lnD1,lnD2,lnD3,lnD4,lnD5,lnD6,E1,E2,E3,SN
2157,118,274,-0.932496336,-1.278373127,-1.700895523,-1.946310229,-2.405504147,-2.593606067,4939,282,98,4.617760874
2158,93,322,-0.955213489,-1.312300681,-1.742055437,-1.975441952,-2.425430923,-2.60382533,8278,303,99,5.22890577
2159,51,205,-0.204653059,-0.897787969,-1.462484499,-1.96382975,-2.114612865,-2.385314741,1774,251,82,1.936143421
2160,125,421,-1.252952987,-1.757821918,-2.176216794,-2.374940755,-2.792464952,-3.022692455,2475,461,143,5.673906818
2161,210,550,-1.185838234,-1.699143826,-2.245732281,-2.53691599,-3.189317023,-3.348699813,1668,170,199,5.125865913
2162,249,183,-0.958128867,-1.163502872,-1.389981149,-1.579782028,-1.862074643,-2.085620593,2934,270,62,5.501464708
2163,169,464,-1.392030783,-1.648334678,-1.968401187,-2.184002377,-2.536031537,-2.767004344,6332,281,113,7.714192995
2164,222,454,-1.508236032,-1.670409469,-1.865815135,-2.021927635,-2.237078291,-2.435088443,7868,319,84,10.15479191
2165,98,518,-0.962125268,-1.414364672,-2.029280888,-2.297597551,-2.966173471,-3.083689552,7045,162,150,5.106620216
2166,69,504,-0.803765941,-1.544540081,-2.034238757,-2.220175957,-2.710703719,-2.832593536,2171,313,126,4.621415125
2167,202,240,-1.448382553,-1.736419374,-2.065301978,-2.302185173,-2.688247574,-2.947132604,4208,355,137,6.168570583
2168,185,220,-1.256143677,-1.43977953,-1.688697593,-1.895987293,-2.203282892,-2.440009769,7268,348,87,7.132137336
2169,214,195,-1.471895823,-1.823497845,-2.183114593,-2.428375099,-2.848174709,-3.115191714,3015,430,159,5.421715565
2170,40,535,-0.986874153,-1.705013127,-2.107676421,-2.278380404,-2.685457352,-2.895525013,7532,448,125,5.866546882
2171,247,557,-0.990556409,-1.524912957,-1.939470925,-2.15554535,-2.590400508,-2.742952253,1008,208,114,5.309576924
2172,72,313,-0.542780795,-1.315165107,-1.910002611,-2.410281668,-2.755928281,-2.850247607,1672,230,124,2.732663688
2173,83,155,-0.436213017,-0.951710677,-1.465640645,-1.937247776,-2.222850125,-2.360108279,1427,433,84,2.266314751
2174,156,413,-1.16667702,-1.411284018,-1.687507568,-1.865104655,-2.156322586,-2.357675059,5198,382,77,7.092767781
2175,242,196,-1.202773524,-1.472288074,-1.75573617,-1.976740559,-2.320341815,-2.568375219,2833,286,97,5.42853608
2176,88,506,-1.089602995,-1.719866806,-2.381087321,-2.589867245,-3.244193633,-3.32090855,4792,261,195,5.2753021
2177,200,367,-1.586845064,-1.814005078,-2.071790883,-2.258568208,-2.52510384,-2.761925774,6257,456,117,8.622113704
2178,180,492,-1.029571418,-1.261955087,-1.532523169,-1.71446515,-2.004111459,-2.203645145,4156,237,65,6.770965635
2179,128,437,-0.581087157,-0.777551051,-1.022957656,-1.185052919,-1.442991705,-1.603257053,5977,234,37,5.961867106
2180,89,551,-0.645309851,-1.071658819,-1.459639547,-1.62627893,-1.977462738,-2.11652055,3992,242,61,5.200505341
2181,162,278,-1.069237969,-1.553719424,-2.040528568,-2.287499456,-2.812411216,-2.974753867,1886,275,142,4.002531113
2182,153,388,-0.873638413,-1.104097304,-1.42540948,-1.659100957,-2.031489824,-2.237359308,5644,151,70,5.469877161
2183,215,529,-1.855914064,-2.096140191,-2.35926127,-2.544019914,-2.806766174,-3.034473102,7142,441,149,10.8454823
2184,249,469,-1.745143095,-2.053150208,-2.325035222,-2.504946105,-2.770830269,-2.999740295,3839,468,145,9.213528183
2185,73,354,-0.922736461,-1.42707469,-1.932609003,-2.152012235,-2.659260037,-2.806435103,7361,312,120,4.707279574
2186,89,595,-0.936493439,-1.533078904,-2.204914066,-2.420805724,-3.089603489,-3.162495491,4767,205,165,5.251234025
2187,202,531,-0.590337917,-0.822367878,-1.028843718,-1.162479035,-1.371129925,-1.501032039,1858,243,32,5.911305994
2188,177,307,-1.170505791,-1.433092511,-1.780938231,-2.03400939,-2.447726479,-2.664416164,4890,179,107,5.606774602
2189,120,151,-1.147434953,-1.455130102,-1.869958877,-2.139191546,-2.621001325,-2.82970949,7205,481,123,4.879642256
2190,118,184,-1.140497348,-1.444813701,-1.848901413,-2.110313205,-2.574131384,-2.781104882,7482,436,118,5.119362041
2191,220,507,-1.724399931,-1.973713094,-2.274192018,-2.504578886,-2.829370736,-3.11474106,6380,245,163,9.119904518
2192,182,438,-0.959511434,-1.300006579,-1.669028694,-1.890939126,-2.284843412,-2.463810741,2378,202,87,5.110028414
2193,216,230,-1.270433171,-1.543369312,-1.868532528,-2.115193079,-2.509732271,-2.779331403,3677,197,116,5.461431371
2194,87,535,-1.080870607,-1.684215339,-2.197414595,-2.383144601,-2.864528588,-3.089603489,3791,337,145,5.761883013
2195,145,234,-0.517715974,-0.65571653,-0.869669585,-1.05428923,-1.322343513,-1.521472824,8397,222,36,5.991740142
2196,150,275,-0.87687773,-1.373733579,-1.856361992,-2.097931431,-2.614559858,-2.77627551,1575,262,117,3.565057355
2197,120,597,-1.146899579,-1.514718816,-1.808193776,-1.945050519,-2.17798093,-2.37011475,3507,469,75,7.622016381
2198,165,594,-1.610738758,-1.924217153,-2.261827101,-2.45085311,-2.744506738,-2.984396764,5716,421,137,9.240619882
2199,147,238,-1.366609388,-1.775315417,-2.249328727,-2.508625736,-3.030737883,-3.309074093,4036,353,178,4.896427847
2200,67,279,-0.143893465,-0.604934858,-1.028060633,-1.403115039,-1.605844377,-1.855402392,2928,229,49,2.790454918
2201,244,201,-1.241121,-1.561600583,-1.847251038,-2.058384799,-2.396676016,-2.636101702,2168,492,104,5.358934392
2202,46,286,-0.791024653,-1.522985025,-2.101605354,-2.320341815,-2.936520414,-3.04156681,7539,330,149,3.505430058
2203,213,154,-1.110694991,-1.578569289,-2.029433072,-2.292436762,-2.810415208,-2.993933892,1529,273,145,3.524109976
2204,179,369,-1.207713124,-1.493345193,-1.837594006,-2.069570422,-2.457135853,-2.70665118,4125,238,106,6.001094803
2205,49,487,-0.612913722,-1.472418859,-1.999300377,-2.188631603,-2.741400181,-2.843869924,2711,264,126,3.955917899
2206,110,590,-1.035496654,-1.337237566,-1.651562839,-1.808864937,-2.095164502,-2.270117903,6696,336,67,7.508183359
2207,109,390,-1.36320303,-1.734944448,-2.140381213,-2.352616027,-2.76208409,-2.998736783,7340,453,139,6.648061914
2208,106,364,-1.308555845,-1.684808219,-2.091109347,-2.306191589,-2.720831535,-2.961330847,7013,458,134,6.265146564
2209,182,318,-1.345344375,-1.591499767,-1.933576522,-2.197954844,-2.621826634,-2.909187672,6367,154,130,6.286693084
2210,250,277,-1.751001477,-2.017105444,-2.307597635,-2.536663209,-2.859454655,-3.147253081,5079,273,172,7.795368045
2211,242,249,-1.841559143,-2.095489626,-2.36787056,-2.580977119,-2.880619466,-3.149349762,5826,453,174,8.442227962
2212,156,498,-1.470067351,-1.839102681,-2.189434995,-2.372578465,-2.673069232,-2.92006837,3878,473,131,7.63113045
2213,53,205,-0.69174816,-1.516084191,-2.254843097,-2.445878263,-3.220376951,-3.235259304,5997,227,176,2.587957135
2214,43,159,-0.004942193,-0.636029879,-1.285508292,-1.823064395,-1.949325976,-2.216499144,7889,169,68,2.05556673
2215,248,574,-1.090108548,-1.192736172,-1.305710262,-1.429034861,-1.559505544,-1.682815382,6962,301,35,11.15584317
2216,166,218,-0.562452307,-0.693587277,-0.881502906,-1.04046603,-1.275683652,-1.459037112,6196,366,34,6.165149907
2217,165,364,-0.803877644,-0.9438675,-1.118192741,-1.248865573,-1.448339992,-1.610588574,6491,399,37,7.541817009
2218,103,266,-1.006379567,-1.571660548,-2.203735729,-2.442307036,-3.101982073,-3.202264559,3671,241,172,3.646303324
2219,123,329,-0.844667988,-1.180028439,-1.53215285,-1.740800231,-2.112295367,-2.294716135,3400,344,75,4.814687519
2220,155,424,-1.507739093,-1.762938803,-2.0744142,-2.27759984,-2.577548393,-2.834123758,7865,405,122,8.297867401
2221,169,435,-1.212946279,-1.713188613,-2.080642262,-2.267411018,-2.638477498,-2.855274921,1551,458,124,5.837838851
2222,179,161,-0.916765845,-1.157152834,-1.453332002,-1.685239626,-2.045310683,-2.264133907,3431,432,74,4.768602013
2223,71,192,-0.678061543,-1.244968425,-1.796490644,-2.276819885,-2.638617426,-2.775633352,3448,361,114,2.845587027
2224,69,384,-0.293002869,-0.753725553,-1.128710736,-1.443457481,-1.704628099,-1.870802677,3092,241,49,3.562429068
2225,103,422,-0.803765941,-1.158330446,-1.509637827,-1.69434242,-2.040374687,-2.203735729,4302,318,68,5.291018404
2226,203,318,-1.430580683,-1.702924756,-2.046238901,-2.302785113,-2.719768594,-2.997734276,4893,189,142,6.34168164
2227,73,275,-0.389788629,-1.241536225,-1.876729295,-2.418332702,-2.77691808,-2.773389042,1081,197,122,2.135335754
2228,131,482,-0.776333156,-1.049193751,-1.322118406,-1.475431633,-1.741313534,-1.889284099,3650,314,49,6.044862088
2229,81,435,-1.11791744,-1.522893311,-1.898654495,-2.082004824,-2.445532102,-2.660260537,8028,453,101,6.342573328
2230,238,487,-1.716967445,-1.930607829,-2.175423947,-2.368938594,-2.63652055,-2.87688314,6621,275,131,9.871059557
2231,41,387,-0.324027988,-0.901451382,-1.29185729,-1.63137682,-1.902869817,-2.063095863,5833,269,59,3.593898476
2232,63,416,-1.008022322,-1.804297746,-2.298593072,-2.504823684,-3.038431028,-3.286084575,1956,427,175,4.397781304
2233,167,315,-1.109390162,-1.42782494,-1.77892222,-2.002332363,-2.3874896,-2.578338595,3227,318,99,5.336681131
2234,181,204,-1.349461111,-1.693961478,-2.10652501,-2.37247122,-2.851805105,-3.135684234,3757,277,155,4.976818009
2235,249,372,-0.843505062,-0.935320658,-1.048280456,-1.153533208,-1.294335244,-1.433176347,6550,238,30,9.141712793
2236,246,345,-1.512220462,-1.671260126,-1.867949608,-2.038069299,-2.271474098,-2.492052118,7490,201,93,9.207941832
2237,72,565,-1.118529323,-1.797697062,-2.306593114,-2.482190342,-2.960944448,-3.180135997,4314,382,159,6.10152873
2238,209,330,-0.712656251,-0.892061641,-1.070549751,-1.200578571,-1.405232562,-1.570698084,2712,401,36,6.16711777
2239,154,519,-1.481132652,-1.728390382,-2.004630959,-2.172522209,-2.422608136,-2.635404011,7344,463,99,9.161892809
2240,99,232,-0.534828058,-0.765244867,-1.047054529,-1.252742969,-1.577551724,-1.77939621,6003,499,46,4.735066395
2241,239,363,-0.908818717,-1.061518837,-1.234260205,-1.37262817,-1.580364665,-1.751808254,4018,239,43,7.160575504
2242,233,425,-0.99972669,-1.102048185,-1.236048438,-1.354834455,-1.517679487,-1.675898279,7785,190,39,9.301234293
2243,109,488,-0.555491803,-0.908818717,-1.3247102,-1.669187917,-1.946100167,-2.106360631,4062,161,60,4.407250534
2244,203,589,-1.181005256,-1.306633265,-1.443965848,-1.573540021,-1.715187393,-1.843958437,7486,429,41,11.11151491
2245,190,482,-1.59770699,-1.904547501,-2.289471454,-2.551815979,-2.947513701,-3.281549419,5508,234,182,7.623468816
2246,66,475,-1.087168025,-1.761191468,-2.231101991,-2.419568448,-2.887057257,-3.116544894,4076,425,152,5.416848359
2247,44,569,-0.203843501,-0.677785773,-0.935957868,-1.063428559,-1.313862078,-1.441173023,4611,267,31,4.697252735
2248,106,538,-1.215775516,-1.875815218,-2.428148316,-2.620176696,-3.150516487,-3.383161019,2486,363,190,5.867885802
2249,164,473,-0.962910753,-1.405191798,-1.877774979,-2.114944375,-2.607616804,-2.764620553,2035,195,115,4.731267276
2250,127,300,-1.221559888,-1.540051785,-1.997382407,-2.279552394,-2.810415208,-3.008412327,8281,188,144,5.546667745
2251,111,369,-0.683989243,-1.079957379,-1.363945957,-1.540565048,-1.850300014,-2.024726109,1393,480,59,4.561028789
2252,250,325,-1.339448944,-1.490411206,-1.673336638,-1.82964827,-2.046625913,-2.253033314,6422,209,73,8.626523707
2253,202,391,-1.212374668,-1.359613483,-1.552915812,-1.710474457,-1.92819794,-2.130903271,7752,264,63,8.709960694
2254,89,222,-0.693887454,-1.176519778,-1.762064754,-2.2608675,-2.635125071,-2.764938063,4994,196,111,3.256172836
2255,218,574,-0.736493191,-0.954356113,-1.178045182,-1.334043525,-1.571516119,-1.71836032,2422,178,40,6.110646402
2256,99,167,-0.043983236,-0.241587602,-0.539448031,-0.848865756,-1.119539748,-1.365707728,6961,269,30,3.936825727
2257,239,429,-0.922912608,-1.071250072,-1.209588543,-1.323732793,-1.473073038,-1.612994229,3616,425,35,8.311636013
2258,104,332,-0.752727348,-1.504042397,-2.31627842,-2.516892796,-3.382866425,-3.356128418,1926,161,196,2.849141201
2259,171,597,-1.206342276,-1.490633177,-1.874771581,-2.139616265,-2.591467886,-2.80164685,5060,151,120,6.510358556
2260,119,216,-0.97654511,-1.655272449,-2.261059346,-2.494108861,-3.142377854,-3.243168517,1467,319,182,2.936990874
2261,241,469,-1.080575926,-1.194385576,-1.329195949,-1.448978602,-1.606342708,-1.756546777,6708,254,41,9.72850582
2262,77,314,-1.094610307,-1.662627741,-2.279747859,-2.507274966,-3.135454217,-3.242144452,7682,297,180,4.53132801
2263,68,383,-1.035017963,-1.719364392,-2.160391327,-2.373222173,-2.853018171,-3.101759678,2006,493,151,4.433144881
2264,40,266,-0.67495369,-1.30478811,-1.801325074,-2.03362723,-2.575575617,-2.722960814,8482,387,110,3.443477173
2265,226,450,-1.663471801,-1.867561183,-2.083690556,-2.242054593,-2.465927891,-2.666860274,6407,465,105,10.17631106
2266,116,414,-1.237701957,-1.598300168,-2.066406863,-2.316582603,-2.814077606,-2.984792334,7745,252,142,6.142601234
2267,158,552,-1.089424625,-1.489523816,-2.008424054,-2.29670243,-2.898242652,-3.071102581,3306,151,151,5.183135369
2268,108,493,-0.450295124,-0.87663742,-1.183353517,-1.336400045,-1.633730605,-1.781650735,1382,276,45,4.477653055
2269,80,297,-0.881358045,-1.407558856,-1.876533351,-2.103980166,-2.598433755,-2.759711984,3618,387,116,3.966784097
2270,116,211,-0.732095931,-0.976863793,-1.290656962,-1.518181392,-1.882954129,-2.093621605,5702,460,62,4.825764263
2271,45,201,-0.236317447,-1.156040151,-1.860145382,-2.451085101,-2.462049868,-2.755928281,3171,170,119,1.736298049
2272,69,404,-0.851205485,-1.379001022,-1.813269153,-2.011857662,-2.444955434,-2.598971606,5152,354,100,4.776370882
2273,169,321,-1.450598243,-1.884796235,-2.291051857,-2.516892796,-2.950376572,-3.200054071,2741,482,170,5.702221378
2274,204,446,-0.707327244,-0.883654147,-1.072886064,-1.210024412,-1.418445721,-1.56312701,3147,252,35,6.466834318
2275,155,366,-0.756747475,-1.153945311,-1.569304155,-1.796370082,-2.23221983,-2.405947606,1908,206,82,4.057432536
2276,158,599,-0.750331477,-0.972517227,-1.201775221,-1.343503107,-1.56422557,-1.691841739,3547,260,38,6.884796945
2277,51,270,-0.923416057,-1.692928223,-2.28288051,-2.502256288,-3.139602644,-3.235767693,5133,381,181,3.391526792
2278,94,481,-1.155627183,-1.641289842,-2.23689099,-2.475748712,-3.082162002,-3.199318326,7550,240,172,5.746680133
2279,196,532,-1.836714995,-2.089815162,-2.376769991,-2.570072458,-2.849037894,-3.087628288,7531,446,156,10.52415002
2280,213,431,-0.887776164,-1.097632769,-1.299786444,-1.439104595,-1.657998103,-1.823373983,2761,324,45,6.71168751
2281,154,360,-1.066183821,-1.365237619,-1.718527595,-1.940793263,-2.323502341,-2.511332764,4081,271,92,5.597690697
2282,102,506,-0.933030056,-1.298430015,-1.79993278,-2.058541478,-2.593472296,-2.754670222,8239,164,111,5.481106351
2283,236,566,-1.457962236,-1.719029589,-1.954819722,-2.110808377,-2.334488642,-2.52710459,3571,385,88,9.144274563
2284,169,597,-1.202008069,-1.491966036,-1.822569254,-2.019890437,-2.356513435,-2.563430511,4228,251,90,7.350527657
2285,222,586,-1.212441899,-1.365355125,-1.531366377,-1.666961099,-1.838662415,-1.993557467,5743,316,50,9.931105261
2286,247,278,-1.612542727,-1.937247776,-2.2608675,-2.49362454,-2.834464126,-3.13017837,3429,318,165,6.6939343
2287,246,527,-1.77142757,-1.978546984,-2.191580535,-2.351670301,-2.573737863,-2.772268773,6501,409,115,11.17683436
2288,187,175,-0.793365385,-1.280781857,-1.731153671,-1.98624268,-2.495684523,-2.675099101,1096,285,106,2.997171199
2289,145,153,-1.29080238,-1.562936079,-1.949747502,-2.222480849,-2.686631234,-2.908087764,7787,291,134,5.502152488
2290,57,251,-0.715781413,-1.458650023,-2.133602101,-2.342157868,-3.044922518,-3.105770379,5739,245,156,3.004196789
2291,107,335,-1.036708485,-1.642012758,-2.232779219,-2.45771959,-3.062513307,-3.1755769,2649,286,171,4.019949906
2292,157,315,-0.88889446,-1.075696864,-1.323094235,-1.510724439,-1.797153994,-1.986169802,6162,292,56,6.369116751
2293,50,394,-0.607226398,-1.393802477,-1.913520406,-2.11909755,-2.673214086,-2.79067123,3114,276,119,3.515898676
2294,69,281,-1.126086266,-1.69586764,-2.241866358,-2.471122095,-3.037596478,-3.172708144,7538,422,171,4.4548872
2295,62,393,-1.074583311,-1.633884305,-2.070997295,-2.272443936,-2.715830388,-2.952672784,6873,465,131,5.255349689
2296,129,399,-1.399622791,-1.767496217,-2.189970949,-2.41620182,-2.852151545,-3.097986508,6012,377,151,6.583837062
2297,121,438,-1.398690881,-1.777265023,-2.205458382,-2.42384918,-2.854579994,-3.09312462,6524,382,150,6.866041796
2298,190,409,-1.440074957,-1.832706472,-2.279356967,-2.542620512,-3.046815064,-3.324514157,3301,243,183,6.017225372
2299,132,261,-0.20896948,-0.510608981,-0.832225357,-1.134229104,-1.405354864,-1.601817025,1654,240,38,3.208209324
2300,41,260,-0.544744417,-1.185707306,-1.672803788,-2.114530004,-2.451781399,-2.602744687,4499,367,98,2.956202267
2301,155,539,-1.216315328,-1.528780009,-1.813391769,-1.965684377,-2.207729562,-2.410838678,3486,433,79,7.582944645
2302,213,225,-1.274216458,-1.562697467,-1.883743188,-2.118931091,-2.498965007,-2.757345493,3282,298,114,5.500659431
2303,221,574,-1.03552482,-1.130350664,-1.232303694,-1.363945957,-1.477664314,-1.584111354,7738,449,30,11.76504703
2304,87,314,-0.428309056,-0.628521163,-0.853832498,-1.006489,-1.253198063,-1.420554598,8060,463,32,5.505287242
2305,155,168,-1.128185291,-1.720369473,-2.288189213,-2.539700802,-3.160371095,-3.287154666,1566,335,190,3.106285904
2306,85,329,-0.737558944,-1.099642819,-1.418404415,-1.611991169,-1.953549253,-2.134616042,3728,477,65,4.645877325
2307,58,288,-0.826038778,-1.442695415,-1.925313719,-2.155113814,-2.679171242,-2.831235302,3922,417,124,3.61072561
2308,90,480,-1.362226334,-1.872622513,-2.314657674,-2.501890055,-2.922110134,-3.143768352,5670,496,159,6.682797624
2309,134,494,-0.940506583,-1.206810159,-1.530719158,-1.724792649,-2.055256375,-2.222388551,5577,238,68,6.353632541
2310,246,419,-1.670887875,-1.897320005,-2.161780216,-2.380330442,-2.681651727,-2.954782287,5883,199,144,8.604588465
2311,119,408,-0.904288053,-1.409808668,-1.757763922,-1.944770798,-2.307999726,-2.473848022,1342,447,91,4.848995387
2312,203,299,-0.78062412,-1.167640875,-1.544071609,-1.776851152,-2.194448434,-2.383252996,1398,201,81,3.851947597
2313,50,263,-0.718916372,-1.689076535,-2.308905022,-2.521861133,-3.235767693,-3.288761952,1118,327,191,2.42905467
2314,150,517,-0.948633155,-1.08462063,-1.238460735,-1.36179689,-1.512583471,-1.649270813,8484,471,35,9.457643046
2315,239,233,-1.60743991,-1.874771581,-2.178952533,-2.418220437,-2.756715373,-3.057607677,4661,235,156,6.812303933
2316,93,427,-0.491366193,-0.856301606,-1.252672973,-1.576341685,-1.842316193,-2.005670769,4550,197,55,4.307915628
2317,212,542,-1.895720964,-2.134869689,-2.392072259,-2.569288759,-2.821610913,-3.039893169,7465,497,149,11.30941456
2318,145,263,-1.283268569,-1.633884305,-2.125276078,-2.42001819,-3.001549159,-3.193451773,5909,168,171,4.976327238
2319,173,205,-1.640567448,-1.912436689,-2.270117903,-2.528607785,-2.907538263,-3.234751174,7601,364,178,6.839418978
2320,214,431,-1.911151298,-2.153992689,-2.446570944,-2.668733339,-2.982026626,-3.257616653,8095,345,189,9.995941701
2321,45,426,-0.297234216,-0.908595417,-1.346420015,-1.705343269,-1.980936471,-2.126197776,6041,217,62,3.587341542
2322,108,368,-0.530603251,-0.721505504,-0.956644086,-1.113644712,-1.365120126,-1.5290568,7750,320,35,5.98517974
2323,161,356,-1.132179414,-1.430455257,-1.829710589,-2.095245773,-2.559543993,-2.766845248,4809,169,116,5.345211991
2324,92,514,-1.227446161,-1.804540804,-2.32626322,-2.519498095,-3.013081912,-3.243680944,4463,371,168,6.101450615
2325,109,329,-1.381267019,-1.739091121,-2.158051942,-2.38879679,-2.828355164,-3.081508051,8444,450,149,6.382035942
2326,191,306,-0.739882457,-0.842877644,-0.987035136,-1.107632852,-1.288841025,-1.447871937,7873,312,32,8.095029269
2327,121,456,-1.136438774,-1.499194338,-1.948834421,-2.184979851,-2.650158723,-2.816916856,6006,242,121,5.965428485
2328,220,242,-0.727697218,-1.005449868,-1.272680002,-1.469936874,-1.781710133,-1.975874634,1662,307,56,4.439141927
2329,72,261,0.05912703,-0.340703174,-0.748216014,-1.113248883,-1.327761337,-1.574939872,2930,192,37,2.575939433
2330,246,507,-1.220000565,-1.532523169,-1.761831803,-1.902735724,-2.115524782,-2.299489888,2033,420,71,7.703262392
2331,221,399,-1.627449145,-2.063174569,-2.443112328,-2.662407843,-3.01695591,-3.308800532,2576,435,191,6.963337421
2332,227,580,-1.483642616,-1.824985387,-2.112378042,-2.280823601,-2.537927752,-2.752002089,2767,404,110,8.587825837
2333,164,172,-0.371629059,-0.612507728,-0.912497934,-1.220644339,-1.505213041,-1.722438652,2209,278,43,3.546511672
2334,61,289,-0.829058546,-1.474644816,-1.941141537,-2.176304927,-2.69948697,-2.856840275,1969,461,128,3.387152921
2335,201,271,-1.485805352,-1.678252228,-1.922095971,-2.119513817,-2.392072259,-2.641279797,7366,384,106,8.153720876
2336,71,209,-0.742211382,-1.321106051,-1.997529812,-2.547590891,-2.933321013,-3.011455234,7190,199,140,3.178364995
2337,102,585,-1.026189307,-1.355067049,-1.673070178,-1.824117385,-2.108993944,-2.281704615,6395,364,68,7.368943534
2338,214,185,-1.273072824,-1.810391981,-2.238671767,-2.485186689,-2.973775106,-3.244193633,1354,494,173,4.033866202
2339,175,600,-0.834296084,-1.40874449,-1.995100393,-2.247055783,-2.880797735,-2.996132354,1200,157,141,4.336554964
2340,72,409,-0.821685346,-1.47132951,-1.97378507,-2.176922075,-2.684431336,-2.817586088,3120,312,123,4.224215541
2341,156,594,-1.509683079,-1.886773693,-2.324319585,-2.555930153,-3.006388854,-3.247275299,4936,308,171,7.8897819
2342,143,404,-0.854396328,-1.071658819,-1.363124859,-1.567432618,-1.891071646,-2.078801746,6306,205,60,6.052212702
2343,66,598,-0.539053645,-0.990664124,-1.335905476,-1.47827808,-1.781710133,-1.908922697,5536,261,49,5.493224204
2344,143,383,-0.956696147,-1.139590545,-1.349769586,-1.492321766,-1.71886223,-1.891867139,6468,478,49,7.377870811
2345,175,476,-1.131218128,-1.735681639,-2.153389527,-2.34351126,-2.760976407,-2.982026626,1128,388,137,5.579025848
2346,83,421,-0.723833218,-1.013490195,-1.306042445,-1.468546174,-1.756894382,-1.91494457,8339,369,51,5.973454683
2347,158,486,-0.943661929,-1.154294146,-1.365472645,-1.498970459,-1.711969101,-1.867043517,4222,407,46,7.418570024
2348,98,153,-0.343575404,-0.708524813,-1.197526957,-1.650416169,-1.953972563,-2.154251298,4207,189,64,2.86422325
2349,149,578,-1.115626208,-1.700019291,-2.249802908,-2.464751144,-3.008614899,-3.124475149,1761,261,164,5.613701909
2350,139,460,-0.854537336,-1.134508933,-1.450299691,-1.635833224,-1.955455562,-2.120596925,4054,255,62,5.810029659
2351,58,185,-0.170823909,-0.606896093,-1.093863582,-1.531458871,-1.754174709,-2.013129594,6213,275,56,2.786312115
2352,245,571,-1.737725933,-2.141572297,-2.475986552,-2.670754416,-2.975929646,-3.226152234,2876,436,176,9.093099584
2353,202,480,-1.038769149,-1.34380975,-1.658155579,-1.856810121,-2.190954277,-2.363609795,2484,225,79,5.939477883
2354,164,434,-1.395981127,-1.831581963,-2.200389581,-2.392400397,-2.715679228,-2.981434969,2499,490,140,6.525567226
2355,103,177,-0.866429713,-1.348960041,-1.858668799,-2.115027269,-2.674228653,-2.835656326,2710,415,122,3.182870054
2356,117,243,-0.335738506,-0.825673364,-1.296088093,-1.714187504,-1.979125729,-2.129304281,1186,211,67,2.524561548
2357,125,539,-1.076723603,-1.47797115,-1.971053613,-2.2114655,-2.717949033,-2.869981068,4700,207,126,5.775507757
2358,120,426,-1.353401318,-1.699745625,-2.059560486,-2.252367377,-2.610197801,-2.828186002,6099,478,120,7.019524795
2359,108,270,-1.116816993,-1.452049622,-1.858027485,-2.097849941,-2.538307427,-2.728916394,7136,397,113,5.362508709
2360,203,338,-1.260155224,-1.64849064,-1.967542449,-2.16378013,-2.508011524,-2.731370006,1960,474,112,5.792169437
2361,174,150,-0.601717246,-0.951218672,-1.356580231,-1.755215412,-2.092324168,-2.297995641,1692,216,73,3.015001565
2362,116,497,-1.311001377,-1.756546777,-2.205458382,-2.406280329,-2.836679344,-3.06315495,4697,378,145,6.615525735
2363,213,308,-1.182929117,-1.445492501,-1.700950313,-1.882100018,-2.170942984,-2.381411874,2911,434,81,6.304965538
2364,122,553,-1.197659442,-1.530072357,-1.83954314,-1.99253017,-2.277502313,-2.454455042,4830,439,82,7.598129413
2365,111,182,-1.35510582,-1.765857832,-2.308703774,-2.581902249,-3.182785005,-3.33906801,8074,316,197,4.795483866
2366,52,472,-0.717296441,-1.200346056,-1.533913087,-1.696522019,-2.023968993,-2.173224888,7703,386,66,5.400055449
2367,215,264,-1.228367961,-1.467027307,-1.751347159,-1.973569157,-2.31627842,-2.563560323,4043,231,96,6.041780922
2368,193,537,-1.384096778,-1.638866723,-1.911354145,-2.087070569,-2.343407088,-2.562133326,4590,341,92,8.395076047
2369,58,560,-0.204505818,-0.749886859,-1.222476276,-1.566474213,-1.693036936,-1.915487642,5493,151,51,3.73722811
2370,106,376,-0.660834891,-0.903917596,-1.212105788,-1.40817194,-1.734037881,-1.913927103,7712,250,51,5.577692685
2371,185,386,-1.324071018,-1.853741262,-2.323298135,-2.553099841,-3.046394188,-3.299001869,1791,342,180,5.310179055
2372,99,259,-1.03330219,-1.465857184,-2.082085033,-2.365950969,-3.060164134,-3.182785005,8309,155,164,4.243389484
2373,133,224,-1.451836052,-1.82417936,-2.262307246,-2.516521164,-3.001549159,-3.276240142,5617,499,177,5.422465457
2374,173,277,-0.650930958,-0.833191163,-1.071629617,-1.25966171,-1.542901389,-1.736249079,4178,237,44,5.342934699
2375,250,318,-1.801809805,-2.055568777,-2.337073023,-2.562262969,-2.877060744,-3.159428366,5679,266,175,8.436441699
2376,180,301,-1.736930433,-2.005522159,-2.352826309,-2.602879703,-2.967728077,-3.282348248,7987,337,188,7.865433708
2377,154,518,-1.372707088,-1.786234759,-2.226179762,-2.445878263,-2.888313877,-3.124020294,3598,319,153,6.765334626
2378,127,422,-1.243857738,-1.576244945,-2.021323588,-2.278185206,-2.764779295,-2.946942109,7387,227,137,6.234750601
2379,201,539,-1.451494434,-1.963758487,-2.391307023,-2.598433755,-2.964621279,-3.253985002,1929,376,176,7.007957665
2380,233,274,-1.32806319,-1.615606902,-1.89439038,-2.09703541,-2.389887421,-2.649026861,2909,395,105,6.245635051
2381,166,537,-1.310222604,-1.622472495,-1.981806793,-2.194089497,-2.566811089,-2.790834163,4476,275,113,7.241452845
