H1,H2,D1,D2,D3,D4,D5,D6,E1,E2,E3,,,,,,,
189,549,0.36162,0.20135,0.12701,0.10377,0.06574,0.05748,1098,266,128,,,,,,,
227,170,0.2627,0.20453,0.1538,0.12254,0.08637,0.06698,3875,340,111,,,,,,,
55,311,0.59301,0.3654,0.23537,0.16151,0.11932,0.10091,7783,299,73,,,,,,,
55,317,0.40092,0.24272,0.15959,0.12839,0.08235,0.06947,8507,480,107,,,,,,,
237,233,0.2458,0.15461,0.10339,0.08092,0.05116,0.0392,1837,356,175,,,,,,,
172,156,0.20235,0.15272,0.10565,0.08114,0.05491,0.03924,6943,411,177,,,,,,,
45,518,0.45851,0.19289,0.11684,0.09714,0.05744,0.05159,3351,323,143,,,,,,,
110,246,0.25918,0.16327,0.09886,0.07726,0.04526,0.03449,5051,470,187,,,,,,,
129,224,0.63146,0.46528,0.3111,0.21177,0.1521,0.1241,3289,164,59,,,,,,,
249,415,0.33608,0.295,0.25824,0.23044,0.19827,0.17188,5061,410,41,,,,,,,
128,289,0.39266,0.23299,0.13886,0.10944,0.06353,0.05477,2035,277,132,,,,,,,
72,270,0.32534,0.18241,0.10795,0.08561,0.04921,0.04268,5464,468,169,,,,,,,
117,419,0.32871,0.22334,0.13437,0.10353,0.05992,0.05097,6302,203,139,,,,,,,
156,523,0.26165,0.18282,0.1268,0.10455,0.07298,0.05911,3823,362,118,,,,,,,
220,315,0.27563,0.21898,0.17093,0.14196,0.10906,0.08603,3965,361,87,,,,,,,
196,404,0.33517,0.24151,0.17388,0.14166,0.09966,0.07957,2421,273,90,,,,,,,
207,443,0.4547,0.31853,0.25269,0.2208,0.17392,0.14702,1144,412,50,,,,,,,
92,229,0.41544,0.27148,0.17113,0.13376,0.08119,0.06799,4577,396,107,,,,,,,
104,282,0.33663,0.21835,0.13894,0.10986,0.06815,0.05733,4386,409,128,,,,,,,
86,284,0.49053,0.35201,0.24561,0.19755,0.13416,0.11095,6147,395,68,,,,,,,
212,403,0.14453,0.11428,0.0874,0.07175,0.05425,0.04238,8211,493,173,,,,,,,
162,568,0.2694,0.21063,0.15265,0.12279,0.08626,0.06865,6947,226,102,,,,,,,
202,250,0.38671,0.3405,0.28422,0.24281,0.19283,0.15843,7452,229,49,,,,,,,
141,200,0.63744,0.55938,0.46183,0.39273,0.30899,0.25639,7208,491,31,,,,,,,
147,406,0.24551,0.17419,0.11133,0.0855,0.05187,0.03932,6115,245,167,,,,,,,
183,511,0.29501,0.23062,0.18485,0.16139,0.13196,0.11072,3605,488,64,,,,,,,
57,311,0.9006,0.58505,0.42478,0.31034,0.23535,0.19337,1097,350,40,,,,,,,
43,510,0.45048,0.19524,0.12248,0.10168,0.06212,0.05508,3295,349,135,,,,,,,
93,256,0.7223,0.5424,0.37592,0.26718,0.19814,0.16223,5767,221,46,,,,,,,
239,243,0.17157,0.13094,0.09701,0.07686,0.05526,0.04124,5269,321,178,,,,,,,
93,238,0.46406,0.28374,0.15554,0.09343,0.064,0.05667,4882,190,123,,,,,,,
218,367,0.18801,0.14531,0.11059,0.09098,0.06871,0.05367,5223,448,137,,,,,,,
46,462,0.5242,0.26872,0.181,0.15019,0.09925,0.0856,3674,340,88,,,,,,,
238,265,0.44208,0.40383,0.35899,0.32387,0.27898,0.24042,6979,319,31,,,,,,,
215,562,0.25767,0.14147,0.09556,0.07999,0.05762,0.0445,1271,442,156,,,,,,,
126,282,0.39676,0.22131,0.13499,0.10695,0.06306,0.0542,1406,347,135,,,,,,,
116,227,0.51774,0.31242,0.17874,0.11048,0.07679,0.06688,2180,198,106,,,,,,,
45,497,0.69873,0.40308,0.30287,0.2563,0.18669,0.15875,1017,343,49,,,,,,,
128,315,0.39251,0.32404,0.25363,0.21278,0.1617,0.13502,8334,448,57,,,,,,,
53,263,0.62202,0.32972,0.17364,0.10364,0.08204,0.07037,8360,190,106,,,,,,,
229,206,0.32284,0.27287,0.22252,0.18712,0.14727,0.11748,4907,355,66,,,,,,,
219,541,0.14768,0.11317,0.08404,0.06805,0.0503,0.03879,6815,379,184,,,,,,,
162,238,0.26217,0.19506,0.1345,0.10461,0.06813,0.05197,5299,335,134,,,,,,,
81,531,0.32708,0.18246,0.09751,0.07918,0.04314,0.03928,6978,271,180,,,,,,,
226,180,0.45066,0.30122,0.20412,0.15852,0.10076,0.08244,1249,199,90,,,,,,,
242,584,0.21206,0.17435,0.14106,0.11976,0.09579,0.07846,5810,285,91,,,,,,,
160,413,0.34055,0.25195,0.17248,0.13556,0.08913,0.07355,4233,197,100,,,,,,,
216,467,0.16903,0.13896,0.1111,0.09397,0.07436,0.06029,8327,452,121,,,,,,,
83,298,0.83514,0.60834,0.4501,0.34184,0.26625,0.22083,2768,316,35,,,,,,,
169,406,0.23653,0.13912,0.08983,0.07269,0.04965,0.03659,2032,468,187,,,,,,,
45,504,0.32146,0.14466,0.08959,0.07449,0.04548,0.0362,6355,468,183,,,,,,,
146,430,0.19375,0.14026,0.0966,0.07783,0.0554,0.04181,7204,462,167,,,,,,,
241,540,0.3903,0.3499,0.31234,0.2762,0.24318,0.21578,5484,341,30,,,,,,,
138,168,0.24093,0.17908,0.12069,0.09264,0.05843,0.04399,7709,500,155,,,,,,,
242,443,0.16799,0.12937,0.09747,0.07869,0.05814,0.04454,5467,302,164,,,,,,,
178,447,0.18712,0.14596,0.10843,0.08859,0.06609,0.05135,7687,416,140,,,,,,,
226,357,0.26683,0.17912,0.12417,0.09901,0.06608,0.05168,2104,299,136,,,,,,,
51,468,0.389,0.18877,0.1142,0.09446,0.05708,0.05056,6532,362,145,,,,,,,
131,241,0.30358,0.19901,0.1298,0.10194,0.06388,0.05314,2997,495,139,,,,,,,
55,408,0.83295,0.49556,0.34736,0.25589,0.19873,0.16878,2704,239,45,,,,,,,
45,384,0.5134,0.2095,0.10252,0.08558,0.04045,0.0397,7217,222,176,,,,,,,
75,435,0.34521,0.18272,0.11236,0.09221,0.05678,0.04478,3704,397,149,,,,,,,
115,429,0.40618,0.27721,0.20315,0.17182,0.12593,0.10734,2520,431,71,,,,,,,
63,575,0.43322,0.23893,0.15066,0.12745,0.08375,0.07399,6016,300,99,,,,,,,
198,462,0.32617,0.25611,0.20199,0.17311,0.13497,0.11302,3302,360,64,,,,,,,
46,376,0.54694,0.2077,0.10761,0.08914,0.04345,0.04196,3462,235,169,,,,,,,
214,534,0.25587,0.21861,0.17716,0.14817,0.11641,0.09316,8112,168,80,,,,,,,
149,489,0.31036,0.19261,0.13316,0.11159,0.07801,0.06343,1859,424,112,,,,,,,
169,255,0.53821,0.47887,0.40334,0.34907,0.28146,0.23696,7696,307,33,,,,,,,
168,345,0.20978,0.13892,0.09224,0.07346,0.05046,0.03707,3499,476,186,,,,,,,
191,177,0.19611,0.15367,0.11084,0.08582,0.05968,0.04329,7601,269,166,,,,,,,
175,190,0.26447,0.19441,0.13298,0.10259,0.0657,0.04971,4406,326,139,,,,,,,
189,205,0.26707,0.21763,0.16399,0.12969,0.09105,0.0701,7029,219,106,,,,,,,
73,402,0.52602,0.22647,0.1097,0.09106,0.04297,0.04205,2332,197,167,,,,,,,
139,318,0.53498,0.38913,0.28034,0.22859,0.16078,0.13364,2267,289,57,,,,,,,
125,472,0.41212,0.33483,0.2731,0.24088,0.19668,0.16941,5641,487,42,,,,,,,
114,161,0.39102,0.24973,0.13877,0.10566,0.05528,0.04837,4552,183,143,,,,,,,
173,179,0.43736,0.37248,0.2954,0.24153,0.18019,0.14594,6364,311,54,,,,,,,
67,586,0.51763,0.21769,0.13385,0.11219,0.06813,0.06114,1022,285,122,,,,,,,
119,577,0.72051,0.44647,0.29969,0.22224,0.17623,0.15393,1230,168,48,,,,,,,
64,298,0.46602,0.23793,0.1422,0.11341,0.06509,0.05679,2716,351,128,,,,,,,
81,238,0.9747,0.71432,0.52827,0.3922,0.30633,0.25162,1620,397,32,,,,,,,
84,413,0.32026,0.18603,0.10823,0.08749,0.05139,0.04512,6119,334,160,,,,,,,
74,267,0.44317,0.24039,0.11571,0.09253,0.04333,0.04145,6978,178,165,,,,,,,
79,402,0.49841,0.35283,0.2607,0.2205,0.16265,0.13826,5433,402,55,,,,,,,
125,563,0.32373,0.23753,0.16162,0.13072,0.08882,0.07548,6820,242,96,,,,,,,
102,588,0.48915,0.33421,0.23983,0.20676,0.15393,0.13488,3401,279,54,,,,,,,
244,165,0.15075,0.11948,0.09028,0.07122,0.05134,0.03809,7370,208,198,,,,,,,
113,562,0.29868,0.20161,0.12888,0.10468,0.0681,0.05438,6195,290,123,,,,,,,
194,218,0.48183,0.39337,0.31523,0.26465,0.20275,0.16782,2676,493,47,,,,,,,
119,395,0.33723,0.25631,0.19331,0.16342,0.12252,0.10054,5732,499,73,,,,,,,
159,467,0.21728,0.15205,0.0998,0.07858,0.05017,0.03898,5218,320,173,,,,,,,
123,226,0.37612,0.2423,0.14668,0.11366,0.06603,0.056,3248,288,128,,,,,,,
41,315,0.57938,0.27859,0.16158,0.10144,0.07267,0.06463,7108,270,111,,,,,,,
106,151,0.77721,0.61022,0.42039,0.28755,0.21154,0.17117,6758,150,45,,,,,,,
218,563,0.15805,0.12233,0.09303,0.07708,0.05889,0.04675,6422,423,152,,,,,,,
106,498,0.45965,0.32499,0.21574,0.17523,0.11723,0.09997,5567,203,73,,,,,,,
106,468,0.33617,0.23366,0.14956,0.11932,0.07609,0.06471,7542,253,112,,,,,,,
49,438,0.44275,0.19455,0.1049,0.08673,0.04612,0.04277,6509,279,167,,,,,,,
87,402,0.31124,0.20318,0.13598,0.11164,0.07506,0.05975,6659,459,117,,,,,,,
226,155,0.337,0.28775,0.23427,0.19529,0.14994,0.12041,5443,300,65,,,,,,,
133,287,0.39441,0.21545,0.10675,0.0833,0.03877,0.03666,2059,164,187,,,,,,,
54,250,0.41628,0.20109,0.11339,0.09036,0.0485,0.04349,4226,392,164,,,,,,,
138,494,0.46544,0.32677,0.25348,0.22138,0.17271,0.14587,1649,408,50,,,,,,,
136,558,0.32858,0.26552,0.20504,0.17435,0.13459,0.11293,8297,317,62,,,,,,,
178,260,0.30037,0.25271,0.19961,0.16445,0.12339,0.09863,7835,346,77,,,,,,,
250,465,0.36204,0.29328,0.24694,0.21818,0.18348,0.15683,2535,392,45,,,,,,,
250,515,0.40954,0.35844,0.30777,0.27005,0.2269,0.19265,4485,166,37,,,,,,,
245,470,0.18902,0.14803,0.1131,0.09178,0.06854,0.05287,5212,250,139,,,,,,,
211,320,0.30829,0.22212,0.16773,0.13931,0.10223,0.08249,2122,467,90,,,,,,,
126,490,0.1998,0.13008,0.08301,0.06733,0.04634,0.03445,5932,473,196,,,,,,,
155,513,0.27417,0.20155,0.13045,0.09775,0.05793,0.0468,6230,159,153,,,,,,,
186,555,0.3424,0.28471,0.22612,0.19081,0.14791,0.12285,5727,214,58,,,,,,,
164,408,0.23544,0.18191,0.13016,0.10336,0.07083,0.05534,7223,283,128,,,,,,,
133,384,0.31061,0.2469,0.18475,0.15233,0.11144,0.08984,8451,369,81,,,,,,,
206,279,0.5817,0.48559,0.40129,0.34736,0.27752,0.23512,2380,350,33,,,,,,,
68,263,0.72101,0.35437,0.20472,0.12655,0.10957,0.08355,1317,227,91,,,,,,,
191,337,0.19482,0.14916,0.10875,0.08696,0.06288,0.04747,6113,387,152,,,,,,,
102,448,0.72316,0.54882,0.39917,0.30614,0.24307,0.20654,4689,177,36,,,,,,,
129,556,0.2072,0.14688,0.10016,0.08243,0.0598,0.04617,7705,443,149,,,,,,,
136,176,0.24228,0.18075,0.12196,0.09367,0.05921,0.04461,8158,473,153,,,,,,,
143,243,0.32319,0.25433,0.17845,0.1371,0.08928,0.07125,8484,181,104,,,,,,,
134,161,0.31427,0.22859,0.15237,0.11706,0.0732,0.05948,5194,479,123,,,,,,,
134,337,0.26643,0.15344,0.09535,0.07626,0.04647,0.03606,2226,464,185,,,,,,,
107,407,0.35463,0.24086,0.15392,0.12299,0.07819,0.06636,5870,274,110,,,,,,,
213,425,0.14968,0.11825,0.08951,0.07262,0.05409,0.04173,8136,393,175,,,,,,,
110,426,0.42982,0.30863,0.22809,0.19328,0.14321,0.12213,3630,394,62,,,,,,,
92,238,0.49838,0.21259,0.10818,0.08798,0.04246,0.04063,1099,242,174,,,,,,,
222,562,0.22561,0.11841,0.07771,0.0645,0.0453,0.03439,1343,482,199,,,,,,,
205,250,0.2494,0.20272,0.15398,0.12252,0.08692,0.06731,6453,198,111,,,,,,,
197,536,0.19736,0.14748,0.10544,0.08445,0.06081,0.04614,5301,304,152,,,,,,,
168,252,0.27154,0.15668,0.09869,0.0777,0.04687,0.03595,1643,480,185,,,,,,,
146,582,0.18045,0.12915,0.0861,0.06877,0.04798,0.03591,8086,387,188,,,,,,,
158,492,0.23197,0.16749,0.11284,0.08932,0.05859,0.04582,5637,294,149,,,,,,,
169,225,0.32643,0.27227,0.21378,0.17564,0.13097,0.10433,6920,466,73,,,,,,,
172,598,0.23771,0.13935,0.08607,0.06978,0.04346,0.03456,2201,359,191,,,,,,,
42,599,0.61905,0.24773,0.11398,0.06208,0.04319,0.048,8346,170,157,,,,,,,
122,202,0.7432,0.55142,0.36943,0.25125,0.18778,0.15516,3226,158,50,,,,,,,
55,547,0.49123,0.27989,0.20097,0.17272,0.12509,0.10888,3917,371,69,,,,,,,
118,274,0.39357,0.27849,0.18252,0.1428,0.09022,0.07475,4939,282,98,,,,,,,
93,322,0.38473,0.2692,0.17516,0.1387,0.08844,0.07399,8278,303,99,,,,,,,
51,205,0.81493,0.40747,0.23166,0.14032,0.12068,0.09206,1774,251,82,,,,,,,
125,421,0.28566,0.17242,0.11347,0.09302,0.06127,0.04867,2475,461,143,,,,,,,
210,550,0.30549,0.18284,0.10585,0.07911,0.0412,0.03513,1668,170,199,,,,,,,
249,183,0.38361,0.31239,0.24908,0.20602,0.15535,0.12423,2934,270,62,,,,,,,
169,464,0.24857,0.19237,0.13968,0.11259,0.07918,0.06285,6332,281,113,,,,,,,
222,454,0.2213,0.18817,0.15477,0.1324,0.10677,0.08759,7868,319,84,,,,,,,
98,518,0.38208,0.24308,0.13143,0.1005,0.0515,0.04579,7045,162,150,,,,,,,
69,504,0.44764,0.21341,0.13078,0.10859,0.06649,0.05886,2171,313,126,,,,,,,
202,240,0.23495,0.17615,0.12678,0.10004,0.068,0.05249,4208,355,137,,,,,,,
185,220,0.28475,0.23698,0.18476,0.15017,0.11044,0.08716,7268,348,87,,,,,,,
214,195,0.22949,0.16146,0.11269,0.08818,0.05795,0.04437,3015,430,159,,,,,,,
40,535,0.37274,0.18177,0.12152,0.10245,0.06819,0.05527,7532,448,125,,,,,,,
247,557,0.37137,0.21764,0.14378,0.11584,0.07499,0.06438,1008,208,114,,,,,,,
72,313,0.58113,0.26843,0.14808,0.08979,0.06355,0.05783,1672,230,124,,,,,,,
83,155,0.64648,0.38608,0.23093,0.1441,0.1083,0.09441,1427,433,84,,,,,,,
156,413,0.3114,0.24383,0.18498,0.15488,0.11575,0.09464,5198,382,77,,,,,,,
242,196,0.30036,0.2294,0.17278,0.13852,0.09824,0.07666,2833,286,97,,,,,,,
88,506,0.33635,0.17909,0.09245,0.07503,0.039,0.03612,4792,261,195,,,,,,,
200,367,0.20457,0.163,0.12596,0.1045,0.08005,0.06317,6257,456,117,,,,,,,
180,492,0.35716,0.2831,0.21599,0.18006,0.13478,0.1104,4156,237,65,,,,,,,
128,437,0.55929,0.45953,0.35953,0.30573,0.23622,0.20124,5977,234,37,,,,,,,
89,551,0.5245,0.34244,0.23232,0.19666,0.13842,0.12045,3992,242,61,,,,,,,
162,278,0.34327,0.21146,0.12996,0.10152,0.06006,0.05106,1886,275,142,,,,,,,
153,388,0.41743,0.33151,0.24041,0.19031,0.13114,0.10674,5644,151,70,,,,,,,
215,529,0.15631,0.12293,0.09449,0.07855,0.0604,0.0481,7142,441,149,,,,,,,
249,469,0.17462,0.12833,0.09778,0.08168,0.06261,0.0498,3839,468,145,,,,,,,
73,354,0.39743,0.24001,0.14477,0.11625,0.07,0.06042,7361,312,120,,,,,,,
89,595,0.392,0.21587,0.11026,0.08885,0.04552,0.04232,4767,205,165,,,,,,,
202,531,0.55414,0.43939,0.35742,0.31271,0.25382,0.2229,1858,243,32,,,,,,,
177,307,0.31021,0.23857,0.16848,0.13081,0.08649,0.06964,4890,179,107,,,,,,,
120,151,0.31745,0.23337,0.15413,0.11775,0.07273,0.05903,7205,481,123,,,,,,,
118,184,0.31966,0.23579,0.15741,0.1212,0.07622,0.06197,7482,436,118,,,,,,,
220,507,0.17828,0.13894,0.10288,0.08171,0.05905,0.04439,6380,245,163,,,,,,,
182,438,0.38308,0.27253,0.18843,0.15093,0.10179,0.08511,2378,202,87,,,,,,,
216,230,0.28071,0.21366,0.15435,0.12061,0.08129,0.06208,3677,197,116,,,,,,,
87,535,0.3393,0.18559,0.11109,0.09226,0.05701,0.04552,3791,337,145,,,,,,,
145,234,0.59588,0.51907,0.41909,0.34844,0.26651,0.21839,8397,222,36,,,,,,,
150,275,0.41608,0.25316,0.15624,0.12271,0.0732,0.06227,1575,262,117,,,,,,,
120,597,0.31762,0.21987,0.16395,0.14298,0.11327,0.09347,3507,469,75,,,,,,,
165,594,0.19974,0.14599,0.10416,0.08622,0.06428,0.05057,5716,421,137,,,,,,,
147,238,0.25497,0.16943,0.10547,0.08138,0.04828,0.03655,4036,353,178,,,,,,,
67,279,0.86598,0.54611,0.3577,0.24583,0.20072,0.15639,2928,229,49,,,,,,,
244,201,0.28906,0.2098,0.15767,0.12766,0.09102,0.07164,2168,492,104,,,,,,,
46,286,0.45338,0.21806,0.12226,0.09824,0.05305,0.04776,7539,330,149,,,,,,,
213,154,0.32933,0.20627,0.13141,0.10102,0.06018,0.05009,1529,273,145,,,,,,,
179,369,0.29888,0.22462,0.1592,0.12624,0.08568,0.06676,4125,238,106,,,,,,,
49,487,0.54177,0.22937,0.13543,0.11207,0.06448,0.0582,2711,264,126,,,,,,,
110,590,0.35505,0.26257,0.19175,0.16384,0.12305,0.1033,6696,336,67,,,,,,,
109,390,0.25584,0.17641,0.11761,0.09512,0.06316,0.04985,7340,453,139,,,,,,,
106,364,0.27021,0.18548,0.12355,0.09964,0.06582,0.05175,7013,458,134,,,,,,,
182,318,0.26045,0.20362,0.14463,0.11103,0.07267,0.05452,6367,154,130,,,,,,,
250,277,0.1736,0.13304,0.0995,0.07913,0.0573,0.04297,5079,273,172,,,,,,,
242,249,0.15857,0.12301,0.09368,0.0757,0.0561,0.04288,5826,453,174,,,,,,,
156,498,0.22991,0.15896,0.11198,0.09324,0.06904,0.05393,3878,473,131,,,,,,,
53,205,0.5007,0.21957,0.10489,0.08665,0.03994,0.03935,5997,227,176,,,,,,,
43,159,0.99507,0.52939,0.27651,0.16153,0.14237,0.10899,7889,169,68,,,,,,,
248,574,0.33618,0.30339,0.27098,0.23954,0.21024,0.18585,6962,301,35,,,,,,,
166,218,0.56981,0.49978,0.41416,0.35329,0.27924,0.23246,6196,366,34,,,,,,,
165,364,0.44759,0.38912,0.32687,0.28683,0.23496,0.19977,6491,399,37,,,,,,,
103,266,0.36554,0.2077,0.11039,0.08696,0.04496,0.04067,3671,241,172,,,,,,,
123,329,0.4297,0.30727,0.21607,0.17538,0.12096,0.10079,3400,344,75,,,,,,,
155,424,0.22141,0.17154,0.12563,0.10253,0.07596,0.05877,7865,405,122,,,,,,,
169,435,0.29732,0.18029,0.12485,0.10358,0.07147,0.05754,1551,458,124,,,,,,,
179,161,0.39981,0.31438,0.23379,0.1854,0.12934,0.10392,3431,432,74,,,,,,,
71,192,0.5076,0.28795,0.16588,0.10261,0.07146,0.06231,3448,361,114,,,,,,,
69,384,0.74602,0.47061,0.32345,0.23611,0.18184,0.154,3092,241,49,,,,,,,
103,422,0.44764,0.31401,0.22099,0.18372,0.12998,0.11039,4302,318,68,,,,,,,
203,318,0.23917,0.18215,0.12922,0.09998,0.06589,0.0499,4893,189,142,,,,,,,
73,275,0.6772,0.28894,0.15309,0.08907,0.06223,0.06245,1081,197,122,,,,,,,
131,482,0.46009,0.35022,0.26657,0.22868,0.17529,0.15118,3650,314,49,,,,,,,
81,435,0.32696,0.21808,0.14977,0.12468,0.08668,0.06993,8028,453,101,,,,,,,
238,487,0.17961,0.14506,0.11356,0.09358,0.07161,0.05631,6621,275,131,,,,,,,
41,387,0.72323,0.40598,0.27476,0.19566,0.14914,0.12706,5833,269,59,,,,,,,
63,416,0.36494,0.16459,0.1004,0.08169,0.04791,0.0374,1956,427,175,,,,,,,
167,315,0.32976,0.23983,0.16882,0.13502,0.09186,0.0759,3227,318,99,,,,,,,
181,204,0.25938,0.18379,0.12166,0.09325,0.05774,0.04347,3757,277,155,,,,,,,
249,372,0.4302,0.39246,0.35054,0.31552,0.27408,0.23855,6550,238,30,,,,,,,
246,345,0.22042,0.18801,0.15444,0.13028,0.10316,0.08274,7490,201,93,,,,,,,
72,565,0.32676,0.16568,0.0996,0.08356,0.05177,0.04158,4314,382,159,,,,,,,
209,330,0.49034,0.40981,0.34282,0.30102,0.24531,0.2079,2712,401,36,,,,,,,
154,519,0.22738,0.17757,0.13471,0.11389,0.08869,0.07169,7344,463,99,,,,,,,
99,232,0.58577,0.46522,0.35097,0.28572,0.20648,0.16874,6003,499,46,,,,,,,
239,363,0.403,0.34593,0.29105,0.25344,0.2059,0.17346,4018,239,43,,,,,,,
233,425,0.36798,0.33219,0.29053,0.25799,0.21922,0.18714,7785,190,39,,,,,,,
109,488,0.57379,0.403,0.26588,0.1884,0.14283,0.12168,4062,161,60,,,,,,,
203,589,0.30697,0.27073,0.23599,0.20731,0.17993,0.15819,7486,429,41,,,,,,,
190,482,0.20236,0.14889,0.10132,0.07794,0.05247,0.03757,5508,234,182,,,,,,,
66,475,0.33717,0.17184,0.10741,0.08896,0.05574,0.04431,4076,425,152,,,,,,,
44,569,0.81559,0.50774,0.39221,0.34527,0.26878,0.23665,4611,267,31,,,,,,,
106,538,0.29648,0.15323,0.0882,0.07279,0.04283,0.03394,2486,363,190,,,,,,,
164,473,0.38178,0.24532,0.15293,0.12064,0.07371,0.063,2035,195,115,,,,,,,
127,300,0.29477,0.21437,0.13569,0.10233,0.06018,0.04937,8281,188,144,,,,,,,
111,369,0.5046,0.33961,0.25565,0.21426,0.15719,0.13203,1393,480,59,,,,,,,
250,325,0.26199,0.22528,0.18762,0.16047,0.12917,0.10508,6422,209,73,,,,,,,
202,391,0.29749,0.25676,0.21163,0.18078,0.14541,0.11873,7752,264,63,,,,,,,
89,222,0.49963,0.30835,0.17169,0.10426,0.07171,0.06298,4994,196,111,,,,,,,
218,574,0.47879,0.38506,0.30788,0.26341,0.20773,0.17936,2422,178,40,,,,,,,
99,167,0.95697,0.78538,0.58307,0.4279,0.32643,0.2552,6961,269,30,,,,,,,
239,429,0.39736,0.34258,0.29832,0.26614,0.22922,0.19929,3616,425,35,,,,,,,
104,332,0.47108,0.22223,0.09864,0.08071,0.03395,0.03487,1926,161,196,,,,,,,
171,597,0.29929,0.22523,0.15339,0.1177,0.07491,0.06071,5060,151,120,,,,,,,
119,216,0.37661,0.19104,0.10424,0.08257,0.04318,0.03904,1467,319,182,,,,,,,
241,469,0.3394,0.30289,0.26469,0.23481,0.20062,0.17264,6708,254,41,,,,,,,
77,314,0.33467,0.18964,0.10231,0.08149,0.04348,0.03908,7682,297,180,,,,,,,
68,383,0.35522,0.17918,0.11528,0.09318,0.05767,0.04497,2006,493,151,,,,,,,
40,266,0.50918,0.27123,0.16508,0.13086,0.07611,0.06568,8482,387,110,,,,,,,
226,450,0.18948,0.1545,0.12447,0.10624,0.08493,0.06947,6407,465,105,,,,,,,
116,414,0.29005,0.20224,0.12664,0.09861,0.05996,0.05055,7745,252,142,,,,,,,
158,552,0.33641,0.22548,0.1342,0.10059,0.05512,0.04637,3306,151,151,,,,,,,
108,493,0.63744,0.41618,0.30625,0.26279,0.1952,0.16836,1382,276,45,,,,,,,
80,297,0.41422,0.24474,0.15312,0.12197,0.07439,0.06331,3618,387,116,,,,,,,
116,211,0.4809,0.37649,0.27509,0.21911,0.15214,0.12324,5702,460,62,,,,,,,
45,201,0.78953,0.31473,0.15565,0.0862,0.08526,0.06355,3171,170,119,,,,,,,
69,404,0.4269,0.25183,0.16312,0.13374,0.08673,0.07435,5152,354,100,,,,,,,
169,321,0.23443,0.15186,0.10116,0.08071,0.05232,0.04076,2741,482,170,,,,,,,
204,446,0.49296,0.41327,0.34202,0.29819,0.24209,0.20948,3147,252,35,,,,,,,
155,366,0.46919,0.31539,0.20819,0.1659,0.10729,0.09018,1908,206,82,,,,,,,
158,599,0.47221,0.37813,0.30066,0.26093,0.20925,0.18418,3547,260,38,,,,,,,
51,270,0.39716,0.18398,0.10199,0.0819,0.0433,0.03933,5133,381,181,,,,,,,
94,481,0.31486,0.19373,0.10679,0.0841,0.04586,0.04079,7550,240,172,,,,,,,
196,532,0.15934,0.12371,0.09285,0.07653,0.0579,0.04561,7531,446,156,,,,,,,
213,431,0.41157,0.33366,0.27259,0.23714,0.19052,0.16148,2761,324,45,,,,,,,
154,360,0.34432,0.25532,0.17933,0.14359,0.09793,0.08116,4081,271,92,,,,,,,
102,506,0.39336,0.27296,0.16531,0.12764,0.07476,0.06363,8239,164,111,,,,,,,
236,566,0.23271,0.17924,0.14159,0.12114,0.09686,0.07989,3571,385,88,,,,,,,
169,597,0.30059,0.22493,0.16161,0.13267,0.09475,0.07704,4228,251,90,,,,,,,
222,586,0.29747,0.25529,0.21624,0.18882,0.15903,0.13621,5743,316,50,,,,,,,
247,278,0.19938,0.1441,0.10426,0.08261,0.05875,0.04371,3429,318,165,,,,,,,
246,527,0.17009,0.13827,0.11174,0.09521,0.07625,0.06252,6501,409,115,,,,,,,
187,175,0.45232,0.27782,0.17708,0.13721,0.08244,0.0689,1096,285,106,,,,,,,
145,153,0.27505,0.20952,0.14231,0.10834,0.06811,0.05458,7787,291,134,,,,,,,
57,251,0.48881,0.23255,0.11841,0.09612,0.0476,0.04479,5739,245,156,,,,,,,
107,335,0.35462,0.19359,0.10723,0.08563,0.04677,0.04177,2649,286,171,,,,,,,
157,315,0.41111,0.34106,0.26631,0.22075,0.16577,0.13722,6162,292,56,,,,,,,
50,394,0.54486,0.24813,0.14756,0.12014,0.06903,0.06138,3114,276,119,,,,,,,
69,281,0.3243,0.18344,0.10626,0.08449,0.04795,0.04189,7538,422,171,,,,,,,
62,393,0.34144,0.19517,0.12606,0.10306,0.06615,0.0522,6873,465,131,,,,,,,
129,399,0.24669,0.17076,0.11192,0.08926,0.05772,0.04514,6012,377,151,,,,,,,
121,438,0.24692,0.1691,0.1102,0.08858,0.05758,0.04536,6524,382,150,,,,,,,
190,409,0.23691,0.15998,0.10235,0.07866,0.04751,0.03599,3301,243,183,,,,,,,
132,261,0.81142,0.60013,0.43508,0.32167,0.24528,0.20153,1654,240,38,,,,,,,
41,260,0.57999,0.30553,0.18772,0.12069,0.08614,0.07407,4499,367,98,,,,,,,
155,539,0.29632,0.2168,0.1631,0.14006,0.10995,0.08974,3486,433,79,,,,,,,
213,225,0.27965,0.20957,0.15202,0.12016,0.08217,0.06346,3282,298,114,,,,,,,
221,574,0.35504,0.32292,0.29162,0.25565,0.22817,0.20513,7738,449,30,,,,,,,
87,314,0.65161,0.53338,0.42578,0.3655,0.28559,0.24158,8060,463,32,,,,,,,
155,168,0.32362,0.179,0.10145,0.07889,0.04241,0.03736,1566,335,190,,,,,,,
85,329,0.47828,0.33299,0.2421,0.19949,0.14177,0.11829,3728,477,65,,,,,,,
58,288,0.43778,0.23629,0.14583,0.11589,0.06862,0.05894,3922,417,124,,,,,,,
90,480,0.25609,0.15372,0.0988,0.08193,0.05382,0.04312,5670,496,159,,,,,,,
