H1,H2,D1,D2,D3,D4,D5,D6,E1,E2,E3,,,,,,,
46,348,0.40908,0.20073,0.12816,0.10245,0.06176,0.053,2450,475,140,,,,,,,
199,160,0.32205,0.27841,0.22454,0.18452,0.13934,0.11043,8409,163,71,,,,,,,
87,408,0.31895,0.21138,0.13704,0.11134,0.07266,0.0619,8431,378,119,,,,,,,
91,353,0.56434,0.45294,0.35945,0.31005,0.24273,0.2068,7181,463,37,,,,,,,
110,589,0.46813,0.30717,0.18844,0.15184,0.09472,0.08243,3964,173,87,,,,,,,
42,436,0.38676,0.16437,0.09302,0.07667,0.04217,0.03856,7743,355,187,,,,,,,
205,503,0.28586,0.14504,0.09537,0.07924,0.05544,0.04188,1005,440,165,,,,,,,
247,454,0.31153,0.23719,0.19089,0.16557,0.13404,0.11123,2276,396,65,,,,,,,
241,166,0.2362,0.18006,0.13157,0.10253,0.06926,0.05256,3927,167,139,,,,,,,
142,422,0.46801,0.29141,0.18216,0.14603,0.09083,0.07796,1715,204,94,,,,,,,
119,561,0.4165,0.24027,0.17305,0.14903,0.1087,0.09019,1133,407,80,,,,,,,
129,425,0.27657,0.20696,0.14434,0.1163,0.07972,0.06314,7816,328,111,,,,,,,
212,418,0.22323,0.17292,0.12895,0.10421,0.07687,0.05895,4921,279,123,,,,,,,
157,211,0.27837,0.15603,0.09405,0.07348,0.04213,0.03206,1639,472,200,,,,,,,
155,442,0.18729,0.13997,0.09865,0.07945,0.05718,0.04341,7968,434,162,,,,,,,
46,561,0.3802,0.15186,0.08633,0.07233,0.04038,0.03209,4702,354,195,,,,,,,
175,415,0.21521,0.17142,0.13035,0.10773,0.08191,0.06446,7487,417,113,,,,,,,
214,447,0.22209,0.18295,0.14111,0.11301,0.08355,0.06337,7524,156,119,,,,,,,
248,596,0.14487,0.11412,0.08738,0.07075,0.05279,0.04068,7000,280,180,,,,,,,
124,423,0.3632,0.21132,0.12986,0.1052,0.06482,0.05617,2067,304,131,,,,,,,
91,212,0.41432,0.24858,0.14646,0.1144,0.0649,0.05586,3533,362,128,,,,,,,
184,431,0.17993,0.1217,0.083,0.06696,0.04731,0.03558,3945,493,196,,,,,,,
135,486,0.58649,0.34593,0.21181,0.14289,0.10643,0.09273,1233,168,79,,,,,,,
152,582,0.24209,0.1811,0.12737,0.10341,0.07207,0.05797,6593,302,119,,,,,,,
93,364,0.27902,0.17882,0.10924,0.087,0.05286,0.04097,8019,379,160,,,,,,,
157,528,0.30721,0.20048,0.13733,0.11437,0.07958,0.06475,2323,351,108,,,,,,,
58,274,0.51658,0.31768,0.20769,0.16501,0.104,0.08713,5461,414,85,,,,,,,
245,328,0.26534,0.18745,0.13049,0.10108,0.06551,0.0497,2510,176,141,,,,,,,
82,301,0.45871,0.28034,0.18927,0.15134,0.09822,0.08194,2133,462,92,,,,,,,
127,313,0.36518,0.27504,0.19644,0.15846,0.11002,0.09095,5467,365,83,,,,,,,
220,181,0.32906,0.28386,0.2316,0.19288,0.14816,0.11885,6614,176,66,,,,,,,
168,443,0.49735,0.43301,0.35538,0.30304,0.23994,0.20267,7168,162,37,,,,,,,
216,297,0.16574,0.1319,0.09822,0.07707,0.05502,0.04063,8113,225,182,,,,,,,
173,284,0.3317,0.26865,0.20257,0.16269,0.11624,0.09439,5947,246,81,,,,,,,
79,554,0.58917,0.36757,0.28095,0.24574,0.18855,0.1643,1492,356,46,,,,,,,
159,440,0.24101,0.16666,0.11724,0.09674,0.07086,0.05473,3564,468,130,,,,,,,
147,516,0.2185,0.1517,0.10071,0.08112,0.05679,0.04261,5452,371,160,,,,,,,
142,236,0.36578,0.28836,0.21435,0.17257,0.12241,0.09973,5424,470,77,,,,,,,
117,187,0.37308,0.20844,0.11281,0.08839,0.04599,0.04132,2348,276,170,,,,,,,
95,293,0.29985,0.16601,0.0974,0.07749,0.04439,0.03412,3296,439,187,,,,,,,
152,350,0.45719,0.38231,0.31234,0.27131,0.21702,0.18229,4792,449,41,,,,,,,
210,328,0.35673,0.30438,0.25303,0.21924,0.17869,0.14757,4947,376,51,,,,,,,
157,440,0.4387,0.36345,0.28539,0.24034,0.18431,0.15565,5728,228,48,,,,,,,
247,345,0.26199,0.17701,0.12663,0.10214,0.07036,0.05554,1981,323,129,,,,,,,
231,539,0.16899,0.12079,0.08707,0.07058,0.0515,0.03956,4082,383,178,,,,,,,
139,290,0.3798,0.27925,0.18812,0.14663,0.0943,0.07739,4694,228,95,,,,,,,
86,480,0.72778,0.48344,0.37134,0.32186,0.24629,0.21225,1405,307,36,,,,,,,
161,376,0.38359,0.31876,0.25683,0.22082,0.17419,0.14539,5458,405,51,,,,,,,
123,305,0.31127,0.23454,0.1687,0.13657,0.09553,0.07541,6504,479,96,,,,,,,
117,534,0.36304,0.27089,0.18363,0.14657,0.09789,0.08236,8114,201,88,,,,,,,
194,349,0.42305,0.36744,0.30638,0.2651,0.2134,0.17863,5783,275,42,,,,,,,
115,532,0.26558,0.17001,0.11152,0.09268,0.0625,0.05055,4490,415,136,,,,,,,
146,560,0.54201,0.37038,0.27684,0.24015,0.18332,0.16028,1392,273,46,,,,,,,
240,201,0.29182,0.18831,0.13083,0.10331,0.06785,0.05232,1558,405,135,,,,,,,
220,193,0.47343,0.41905,0.35369,0.3045,0.2442,0.20142,5584,201,39,,,,,,,
232,420,0.18012,0.14926,0.11775,0.09617,0.07303,0.05666,8327,210,134,,,,,,,
176,391,0.17687,0.13815,0.10267,0.08362,0.06212,0.048,8252,479,151,,,,,,,
163,180,0.2953,0.23742,0.17298,0.13439,0.09075,0.07207,7849,222,105,,,,,,,
249,589,0.20469,0.14474,0.10588,0.08673,0.06436,0.05017,2979,319,140,,,,,,,
149,545,0.27682,0.20351,0.14319,0.11743,0.08259,0.06683,5204,306,104,,,,,,,
58,294,0.33246,0.1835,0.11127,0.08873,0.05226,0.04511,7635,496,161,,,,,,,
73,167,0.4272,0.27319,0.1615,0.12454,0.07022,0.05985,7994,435,118,,,,,,,
80,461,0.36818,0.17028,0.10879,0.08923,0.05526,0.04356,1146,444,156,,,,,,,
54,477,0.6715,0.36734,0.25967,0.21763,0.15113,0.12945,1819,290,59,,,,,,,
225,363,0.20876,0.16657,0.12813,0.10444,0.07851,0.0608,5677,288,122,,,,,,,
188,319,0.29373,0.1978,0.1217,0.09092,0.05099,0.04211,2866,154,168,,,,,,,
234,332,0.29798,0.19334,0.12951,0.10145,0.06457,0.04966,1716,231,138,,,,,,,
118,344,0.32035,0.23236,0.15319,0.11997,0.07648,0.06347,7551,269,115,,,,,,,
43,499,0.56122,0.29023,0.19569,0.16429,0.11034,0.09589,5364,304,78,,,,,,,
84,224,0.54867,0.33834,0.18454,0.11031,0.07528,0.06672,5623,163,104,,,,,,,
51,584,0.46085,0.20891,0.1304,0.11003,0.0691,0.06171,3484,315,120,,,,,,,
40,229,0.43126,0.19003,0.10542,0.08408,0.04343,0.0397,3765,423,179,,,,,,,
141,280,0.4952,0.42464,0.34014,0.28466,0.2183,0.18071,8456,300,43,,,,,,,
171,388,0.40164,0.30833,0.22278,0.17862,0.12432,0.1025,3621,190,73,,,,,,,
41,180,1.2508,0.72247,0.41867,0.25955,0.21512,0.16091,5871,188,45,,,,,,,
218,158,0.16445,0.12951,0.09671,0.07638,0.05494,0.04088,7220,428,181,,,,,,,
40,212,0.48216,0.22589,0.12741,0.10023,0.05244,0.04714,1873,457,151,,,,,,,
129,294,0.2569,0.17042,0.11157,0.08848,0.05639,0.04362,4107,498,157,,,,,,,
151,199,0.28548,0.19124,0.11793,0.09011,0.05238,0.04383,3716,287,163,,,,,,,
99,306,0.59937,0.39667,0.26082,0.18124,0.13428,0.11252,2755,249,66,,,,,,,
183,441,0.22785,0.1408,0.08944,0.07122,0.04443,0.0347,2462,366,193,,,,,,,
181,441,0.38647,0.29666,0.23634,0.20566,0.16287,0.13768,2414,431,53,,,,,,,
247,521,0.23867,0.1449,0.10164,0.08425,0.06154,0.04772,1602,401,147,,,,,,,
173,396,0.19011,0.14521,0.10336,0.08186,0.05813,0.04339,7623,345,163,,,,,,,
144,153,0.76315,0.56931,0.40911,0.2919,0.21548,0.17307,1427,434,44,,,,,,,
138,576,0.29649,0.19987,0.11317,0.08209,0.04038,0.0339,5413,150,200,,,,,,,
127,362,0.28952,0.21421,0.15218,0.12393,0.08661,0.06888,6233,432,104,,,,,,,
118,508,0.22201,0.1392,0.08731,0.07132,0.04886,0.03631,5188,446,185,,,,,,,
49,256,0.50672,0.24096,0.14269,0.11189,0.0613,0.05382,1093,421,134,,,,,,,
146,424,0.23842,0.16598,0.11606,0.09546,0.06953,0.05344,4250,488,133,,,,,,,
245,575,0.1266,0.1003,0.07809,0.06458,0.04958,0.03927,8060,407,184,,,,,,,
222,247,0.19975,0.1373,0.09514,0.07476,0.05164,0.03776,3110,422,186,,,,,,,
41,435,0.80516,0.42877,0.27663,0.19313,0.16724,0.13148,6662,201,58,,,,,,,
66,232,0.65831,0.39585,0.25358,0.16789,0.12025,0.10061,2030,373,73,,,,,,,
181,571,0.22905,0.16268,0.10804,0.08414,0.05348,0.04123,4414,243,163,,,,,,,
116,422,0.34511,0.22699,0.13778,0.10852,0.06497,0.0557,4864,235,129,,,,,,,
197,272,0.34208,0.24616,0.18396,0.15083,0.10859,0.08647,1983,494,86,,,,,,,
188,169,0.61206,0.51716,0.41269,0.33991,0.25587,0.20822,3413,293,38,,,,,,,
246,443,0.21581,0.14861,0.10138,0.07813,0.04955,0.03745,2844,211,184,,,,,,,
231,570,0.25411,0.15355,0.10679,0.08899,0.06518,0.05081,1546,385,137,,,,,,,
152,163,0.29121,0.19711,0.11978,0.0905,0.05119,0.04283,4027,228,165,,,,,,,
46,450,0.5218,0.2193,0.108,0.09031,0.04363,0.04245,7558,213,165,,,,,,,
177,245,0.29004,0.21427,0.14888,0.11622,0.07633,0.06206,3948,291,120,,,,,,,
159,375,0.34048,0.19799,0.10808,0.08313,0.04273,0.03811,1971,190,183,,,,,,,
230,469,0.15199,0.11197,0.08237,0.06697,0.04939,0.03808,5086,439,188,,,,,,,
107,556,0.33843,0.20332,0.12897,0.10748,0.07061,0.05703,3244,329,119,,,,,,,
165,547,0.56061,0.39943,0.32679,0.29195,0.23982,0.20863,1045,395,34,,,,,,,
133,327,0.44208,0.26048,0.15338,0.12119,0.06986,0.06063,1747,221,119,,,,,,,
237,514,0.18127,0.13894,0.10119,0.07846,0.05472,0.03968,5432,184,184,,,,,,,
159,524,0.30199,0.19879,0.11529,0.08565,0.04499,0.03807,3477,163,182,,,,,,,
157,527,0.41972,0.23299,0.15223,0.12678,0.08401,0.07323,1006,289,102,,,,,,,
176,191,0.19991,0.15531,0.10978,0.08441,0.05779,0.04151,8275,274,170,,,,,,,
128,372,0.40287,0.2249,0.13283,0.10644,0.06218,0.05434,1618,266,134,,,,,,,
123,430,0.27076,0.20577,0.15099,0.12591,0.09205,0.07497,8032,466,96,,,,,,,
152,555,0.3102,0.24164,0.17031,0.13351,0.08951,0.07323,7172,167,100,,,,,,,
248,271,0.29444,0.24211,0.192,0.15752,0.11768,0.09351,4354,156,82,,,,,,,
242,594,0.16022,0.13242,0.108,0.09223,0.07449,0.06155,7843,400,115,,,,,,,
126,163,0.46258,0.3343,0.22254,0.17127,0.10717,0.0872,3629,378,84,,,,,,,
104,542,0.35174,0.20157,0.11296,0.0915,0.05224,0.04677,3642,251,153,,,,,,,
188,517,0.24907,0.20606,0.16711,0.14441,0.11774,0.09828,6613,435,72,,,,,,,
50,161,0.80433,0.39082,0.18996,0.10677,0.10043,0.07619,6042,153,98,,,,,,,
137,576,0.2417,0.14464,0.09228,0.07658,0.05364,0.04064,2883,429,167,,,,,,,
206,255,0.20888,0.16766,0.12782,0.10303,0.07633,0.05826,6618,366,128,,,,,,,
123,476,0.29852,0.21989,0.14756,0.11705,0.07694,0.06444,8155,250,113,,,,,,,
156,322,0.25152,0.15878,0.09881,0.07761,0.04687,0.03602,2956,364,183,,,,,,,
42,215,1.32991,0.75508,0.45275,0.28768,0.2382,0.17865,3936,168,41,,,,,,,
183,343,0.31379,0.18234,0.11529,0.09177,0.05647,0.04383,1422,330,153,,,,,,,
193,425,0.25309,0.17115,0.12128,0.09975,0.07294,0.0562,2448,421,127,,,,,,,
134,386,0.34499,0.19191,0.10744,0.08537,0.047,0.04182,1988,257,171,,,,,,,
41,348,0.49469,0.24836,0.15791,0.12706,0.07728,0.06655,4808,376,111,,,,,,,
126,509,0.25207,0.15822,0.09815,0.07956,0.05003,0.03961,4196,366,168,,,,,,,
68,467,0.52576,0.19854,0.09908,0.08278,0.03921,0.03861,1499,223,184,,,,,,,
237,512,0.19972,0.15623,0.12033,0.09936,0.07583,0.05983,4912,297,121,,,,,,,
55,257,0.42489,0.18885,0.09904,0.08032,0.04025,0.03771,4461,317,187,,,,,,,
212,476,0.16124,0.12315,0.09218,0.07565,0.05678,0.04437,6123,443,162,,,,,,,
230,532,0.23973,0.19966,0.16152,0.1367,0.10879,0.08851,6048,249,82,,,,,,,
210,444,0.16541,0.13058,0.09767,0.07825,0.0573,0.04355,7726,304,167,,,,,,,
163,327,0.26323,0.17535,0.10765,0.08231,0.04771,0.03592,3636,238,178,,,,,,,
121,593,0.21953,0.15004,0.09433,0.07519,0.04732,0.0373,8282,335,176,,,,,,,
142,599,0.21287,0.15249,0.10899,0.09199,0.06986,0.05588,5865,486,124,,,,,,,
159,358,0.25076,0.15613,0.09458,0.07396,0.04341,0.03326,2921,318,194,,,,,,,
214,566,0.20965,0.14496,0.10634,0.08948,0.06819,0.0545,2871,457,129,,,,,,,
164,263,0.35503,0.22018,0.1242,0.09391,0.04904,0.04265,2241,156,163,,,,,,,
68,543,0.28806,0.15967,0.10221,0.08611,0.05687,0.04608,6886,470,148,,,,,,,
135,196,0.31357,0.21824,0.13733,0.10492,0.06222,0.05157,4850,289,139,,,,,,,
66,355,0.45706,0.19571,0.0959,0.07944,0.03777,0.03677,3256,237,191,,,,,,,
40,540,0.63388,0.24,0.11608,0.06471,0.04564,0.0457,6646,181,153,,,,,,,
238,492,0.25518,0.19671,0.15392,0.13021,0.10224,0.0828,3320,331,87,,,,,,,
78,273,0.68718,0.3579,0.19644,0.11975,0.10493,0.08033,2095,181,94,,,,,,,
60,570,0.57889,0.24311,0.12836,0.10764,0.05674,0.05357,2615,202,134,,,,,,,
121,334,0.55167,0.41604,0.31195,0.26001,0.1913,0.16014,3018,350,48,,,,,,,
51,280,0.43516,0.22297,0.13104,0.10444,0.05901,0.05178,5867,382,139,,,,,,,
213,556,0.30062,0.24546,0.20597,0.18151,0.15384,0.1329,3694,482,51,,,,,,,
92,470,0.35218,0.20288,0.09953,0.07754,0.03595,0.03393,6426,189,200,,,,,,,
155,313,0.30491,0.1809,0.11585,0.09233,0.05753,0.04461,1715,413,152,,,,,,,
93,301,0.53182,0.39212,0.26513,0.18557,0.13749,0.1136,7859,231,65,,,,,,,
209,284,0.28786,0.21213,0.15613,0.12625,0.08914,0.07034,2793,376,104,,,,,,,
68,198,0.72518,0.4426,0.28162,0.18296,0.13741,0.11663,1129,444,68,,,,,,,
178,277,0.29669,0.25131,0.20131,0.16825,0.13124,0.10428,8009,405,73,,,,,,,
205,499,0.26919,0.1878,0.13312,0.10879,0.07608,0.06119,2574,304,115,,,,,,,
62,529,0.60651,0.44698,0.36546,0.32586,0.26814,0.23813,6289,431,30,,,,,,,
95,335,0.41991,0.298,0.20594,0.16698,0.11378,0.09505,6039,366,79,,,,,,,
75,307,0.59807,0.38611,0.26404,0.18746,0.14142,0.11795,3041,347,64,,,,,,,
173,220,0.22686,0.17787,0.12804,0.0998,0.0671,0.05116,7554,307,140,,,,,,,
246,262,0.20988,0.14985,0.10565,0.08222,0.05671,0.04117,3245,241,172,,,,,,,
220,228,0.3654,0.30883,0.24736,0.20382,0.15378,0.12254,4995,160,63,,,,,,,
124,391,0.30196,0.21734,0.14233,0.11161,0.07093,0.05916,7053,259,123,,,,,,,
158,485,0.30288,0.24696,0.18938,0.15722,0.11764,0.09595,7740,269,75,,,,,,,
144,380,0.54062,0.43963,0.33972,0.28445,0.21475,0.18031,4570,232,42,,,,,,,
202,340,0.33861,0.27982,0.21742,0.17668,0.12976,0.10268,5268,162,73,,,,,,,
114,515,0.44849,0.31331,0.21104,0.17358,0.11874,0.10179,4256,223,72,,,,,,,
88,507,0.67121,0.50887,0.39295,0.34281,0.26923,0.23514,5211,267,31,,,,,,,
48,274,0.76213,0.36389,0.20139,0.1222,0.10885,0.0828,3988,194,91,,,,,,,
140,422,0.27254,0.18387,0.11378,0.08846,0.05298,0.04058,4745,256,160,,,,,,,
208,409,0.29115,0.232,0.18387,0.15655,0.12395,0.10068,3869,386,73,,,,,,,
60,290,0.4721,0.19925,0.11249,0.09009,0.04728,0.04307,1247,342,167,,,,,,,
147,214,0.67174,0.53187,0.40949,0.33533,0.24604,0.2011,2165,434,39,,,,,,,
167,450,0.4949,0.42186,0.33756,0.28342,0.21868,0.1832,6104,152,41,,,,,,,
179,516,0.23918,0.17209,0.12002,0.097,0.06659,0.05311,4100,313,131,,,,,,,
235,584,0.17141,0.14333,0.11855,0.10235,0.08411,0.07055,7939,447,99,,,,,,,
102,441,0.36385,0.24214,0.14348,0.11187,0.06488,0.05582,7087,202,127,,,,,,,
169,172,0.42825,0.31922,0.218,0.16722,0.10633,0.08563,3188,187,86,,,,,,,
192,233,0.23135,0.16704,0.11107,0.08422,0.05163,0.03842,4435,205,175,,,,,,,
84,386,0.44336,0.32331,0.23303,0.19401,0.13958,0.11788,8186,379,64,,,,,,,
164,313,0.65158,0.46821,0.3396,0.25278,0.19553,0.16249,1356,226,47,,,,,,,
128,427,0.26396,0.16584,0.10114,0.08065,0.04897,0.03814,4012,341,172,,,,,,,
60,276,0.89489,0.52048,0.30216,0.19222,0.16199,0.12509,4633,155,60,,,,,,,
74,501,0.28489,0.15497,0.09218,0.07631,0.04662,0.03705,6580,415,177,,,,,,,
68,332,0.65971,0.32574,0.19831,0.12806,0.09261,0.08064,1280,249,91,,,,,,,
203,536,0.36132,0.26886,0.19702,0.16171,0.11636,0.09821,2558,203,75,,,,,,,
135,513,0.32565,0.26826,0.21516,0.18691,0.1527,0.12796,8480,433,55,,,,,,,
194,587,0.21485,0.16218,0.11387,0.08876,0.05875,0.04514,5576,215,154,,,,,,,
201,502,0.20537,0.13123,0.08679,0.06971,0.04825,0.03591,2686,385,190,,,,,,,
180,266,0.1954,0.15077,0.10924,0.08644,0.06165,0.04592,7020,426,157,,,,,,,
183,162,0.25646,0.20728,0.1563,0.12416,0.08757,0.06769,6702,472,110,,,,,,,
220,474,0.18118,0.14805,0.114,0.09154,0.06784,0.05165,8305,202,145,,,,,,,
191,571,0.18672,0.13996,0.09649,0.07409,0.0501,0.03588,6521,230,192,,,,,,,
60,528,0.30704,0.1584,0.09659,0.08079,0.05049,0.04046,7540,427,164,,,,,,,
187,374,0.33504,0.2806,0.22029,0.18101,0.13523,0.10826,6571,187,69,,,,,,,
158,577,0.17756,0.12415,0.08573,0.07072,0.05168,0.04013,5680,497,172,,,,,,,
245,405,0.17586,0.14294,0.11416,0.09577,0.07495,0.06,6500,371,124,,,,,,,
41,352,0.63235,0.21647,0.09232,0.04573,0.03122,0.0386,6051,166,197,,,,,,,
91,388,0.30285,0.19213,0.1173,0.09396,0.05742,0.04936,7419,350,147,,,,,,,
188,411,0.3559,0.24323,0.16962,0.13783,0.09455,0.07961,1941,273,94,,,,,,,
89,584,0.27027,0.1521,0.08856,0.07338,0.04452,0.03556,5713,376,182,,,,,,,
241,185,0.29011,0.2023,0.14424,0.11374,0.07631,0.05877,2035,345,122,,,,,,,
156,483,0.3287,0.24267,0.17552,0.14565,0.10513,0.08558,3775,308,83,,,,,,,
81,286,0.42688,0.28598,0.18573,0.14747,0.09362,0.07833,6953,365,94,,,,,,,
141,236,0.28197,0.19299,0.12773,0.10002,0.06341,0.04855,3678,474,141,,,,,,,
84,386,0.43842,0.24592,0.11977,0.09465,0.0444,0.04213,5809,164,162,,,,,,,
64,540,0.55445,0.21913,0.11227,0.09401,0.04691,0.04524,1902,211,158,,,,,,,
163,432,0.29728,0.23283,0.17867,0.15099,0.11455,0.0945,4902,411,77,,,,,,,
46,554,0.43666,0.17041,0.0912,0.07655,0.04003,0.03797,4974,288,189,,,,,,,
89,516,0.4355,0.26981,0.18815,0.15998,0.11395,0.09867,2908,353,76,,,,,,,
47,261,0.95162,0.50752,0.28526,0.17655,0.15255,0.11694,5766,156,64,,,,,,,
170,411,0.50021,0.35097,0.27174,0.23373,0.17912,0.15331,1222,389,50,,,,,,,
247,497,0.13367,0.10655,0.08345,0.06914,0.0532,0.04211,7777,401,174,,,,,,,
142,549,0.359,0.27333,0.21302,0.18573,0.14689,0.12547,3780,413,56,,,,,,,
151,170,0.62694,0.40423,0.26375,0.17571,0.12538,0.10354,1009,314,71,,,,,,,
79,550,0.67065,0.45867,0.34055,0.29655,0.2263,0.19811,3659,254,37,,,,,,,
60,474,0.5717,0.39978,0.3135,0.27456,0.21541,0.18722,5627,427,40,,,,,,,
141,205,0.53135,0.34218,0.22853,0.17874,0.11295,0.0931,1171,392,80,,,,,,,
43,225,0.65947,0.4051,0.26162,0.17461,0.12548,0.10464,6359,425,70,,,,,,,
142,553,0.30659,0.22264,0.17036,0.14836,0.11866,0.09829,3372,490,72,,,,,,,
134,352,0.33353,0.26042,0.19491,0.16132,0.11822,0.09533,6239,423,77,,,,,,,
160,182,0.33569,0.2469,0.16875,0.13048,0.08376,0.06785,3843,337,109,,,,,,,
189,476,0.22667,0.17265,0.12334,0.09761,0.06651,0.05185,5539,245,136,,,,,,,
199,514,0.22592,0.17581,0.13547,0.11431,0.08925,0.07213,4868,403,99,,,,,,,
104,538,0.36571,0.22514,0.11674,0.0888,0.04272,0.03879,5783,164,175,,,,,,,
156,556,0.38193,0.32189,0.25632,0.21718,0.16953,0.14159,7899,217,50,,,,,,,
171,238,0.19129,0.13979,0.09406,0.0723,0.04834,0.03442,6447,356,198,,,,,,,
121,529,0.27499,0.16503,0.10654,0.0886,0.0587,0.04734,2969,418,145,,,,,,,
109,594,0.28923,0.16351,0.10463,0.08825,0.05867,0.0478,2689,417,143,,,,,,,
200,287,0.41668,0.32998,0.26131,0.22054,0.16884,0.14124,2528,417,55,,,,,,,
164,581,0.32473,0.25151,0.17952,0.14283,0.09818,0.08125,5476,173,90,,,,,,,
93,239,0.30108,0.19254,0.11122,0.08618,0.04804,0.04146,8316,329,170,,,,,,,
121,454,0.33385,0.19271,0.1206,0.09868,0.06234,0.04936,2167,349,137,,,,,,,
219,493,0.20722,0.14438,0.1018,0.0822,0.05912,0.04497,3192,345,156,,,,,,,
210,559,0.25683,0.19205,0.14938,0.12849,0.10258,0.08472,3061,428,83,,,,,,,
85,564,0.42271,0.22942,0.13912,0.11637,0.07321,0.06492,3003,278,113,,,,,,,
106,299,0.33469,0.19558,0.11852,0.09414,0.05579,0.04795,2835,389,152,,,,,,,
124,577,0.22326,0.13403,0.08306,0.0685,0.04702,0.03515,3987,441,190,,,,,,,
45,180,1.03365,0.57615,0.31312,0.1877,0.16089,0.12353,7553,164,60,,,,,,,
67,528,0.35237,0.18184,0.11966,0.10056,0.06664,0.0538,3152,437,129,,,,,,,
137,165,0.64516,0.53178,0.40791,0.32816,0.23675,0.19057,4249,461,41,,,,,,,
143,198,0.23191,0.16932,0.11344,0.08751,0.05526,0.04182,6743,472,163,,,,,,,
72,430,0.65209,0.43514,0.27245,0.18666,0.13868,0.11877,8187,161,61,,,,,,,
158,177,0.64276,0.56258,0.45591,0.37721,0.28754,0.23385,7058,201,34,,,,,,,
70,588,0.54903,0.2215,0.10584,0.08893,0.04127,0.04116,2042,192,171,,,,,,,
54,405,0.68992,0.34769,0.18702,0.11552,0.10448,0.08005,5875,164,94,,,,,,,
114,211,0.42508,0.25299,0.13361,0.10335,0.05198,0.04699,3263,168,147,,,,,,,
193,427,0.17375,0.13777,0.1042,0.08519,0.06398,0.04979,8056,411,146,,,,,,,
160,181,0.31237,0.22194,0.14178,0.10716,0.06345,0.05192,4153,196,138,,,,,,,
67,197,0.42885,0.19459,0.09683,0.07886,0.03774,0.03621,3486,285,193,,,,,,,
162,592,0.5399,0.46315,0.37914,0.32598,0.26252,0.22753,5764,166,31,,,,,,,
216,514,0.21241,0.16261,0.12592,0.10675,0.08379,0.06803,4219,440,105,,,,,,,
177,253,0.31409,0.19548,0.1147,0.08733,0.04791,0.04104,2172,196,172,,,,,,,
141,271,0.58943,0.50347,0.40124,0.33433,0.25474,0.21023,6861,255,37,,,,,,,
169,534,0.42349,0.36176,0.30104,0.263,0.21657,0.18706,5772,297,37,,,,,,,
58,582,0.30191,0.14831,0.09365,0.07924,0.05112,0.04145,5642,468,163,,,,,,,
123,320,0.58343,0.47078,0.35128,0.28519,0.20507,0.16871,6216,205,45,,,,,,,
70,572,0.44237,0.22593,0.10985,0.09004,0.044,0.04209,6244,196,165,,,,,,,
143,538,0.3485,0.25727,0.18384,0.15267,0.10978,0.09391,4324,274,78,,,,,,,
190,264,0.32242,0.27183,0.21773,0.18172,0.13885,0.11221,6348,361,68,,,,,,,
204,221,0.39025,0.30306,0.22356,0.17708,0.12282,0.09907,3013,203,77,,,,,,,
139,193,0.47467,0.39718,0.30421,0.24378,0.17532,0.14091,8053,301,55,,,,,,,
206,353,0.2412,0.18711,0.13504,0.10484,0.07017,0.05323,5234,169,135,,,,,,,
44,226,1.13157,0.77306,0.5398,0.37688,0.29543,0.2283,1402,398,34,,,,,,,
241,265,0.48268,0.40099,0.32894,0.28092,0.2211,0.18539,2572,260,42,,,,,,,
84,498,0.40751,0.20617,0.12486,0.10346,0.06336,0.056,2181,317,132,,,,,,,
140,225,0.29612,0.20834,0.14028,0.10981,0.07058,0.05796,3956,479,128,,,,,,,
96,499,0.5941,0.46128,0.33619,0.28013,0.20485,0.17454,8452,185,42,,,,,,,
97,186,0.63441,0.49578,0.34788,0.24422,0.17816,0.14318,8308,282,52,,,,,,,
50,182,0.60601,0.29874,0.15308,0.08846,0.06087,0.06124,6649,236,122,,,,,,,
187,397,0.27543,0.21758,0.17107,0.14574,0.11505,0.09329,4306,483,79,,,,,,,
58,495,0.37643,0.20974,0.13606,0.11392,0.07528,0.06556,7461,389,113,,,,,,,
61,206,0.39456,0.21526,0.11703,0.09262,0.0488,0.0438,8104,363,160,,,,,,,
95,313,0.33407,0.22776,0.14867,0.11835,0.07584,0.06355,7162,396,116,,,,,,,
114,406,0.27908,0.16881,0.11113,0.09095,0.05977,0.04736,2896,496,147,,,,,,,
116,412,0.29136,0.2,0.13668,0.11208,0.07671,0.06126,5031,430,115,,,,,,,
40,567,0.39891,0.1732,0.10781,0.09068,0.05608,0.0451,6212,375,147,,,,,,,
104,406,0.51652,0.39013,0.29736,0.25405,0.1932,0.16484,4309,371,46,,,,,,,
138,389,0.35752,0.26744,0.20023,0.16828,0.12486,0.10195,3783,437,72,,,,,,,
246,573,0.26763,0.2311,0.2005,0.17653,0.15205,0.13268,5594,417,50,,,,,,,
90,389,0.39617,0.22689,0.11894,0.09439,0.0488,0.04446,5120,206,157,,,,,,,
123,168,0.72799,0.53981,0.36854,0.25387,0.19021,0.14798,2679,264,50,,,,,,,
49,325,0.51729,0.24602,0.14165,0.11424,0.06346,0.05666,4815,289,127,,,,,,,
106,308,0.40232,0.22427,0.14175,0.11302,0.06902,0.05881,1502,401,126,,,,,,,
48,167,0.55367,0.28341,0.14926,0.08737,0.06008,0.05517,7754,308,126,,,,,,,
84,299,0.59368,0.40848,0.27154,0.18951,0.14114,0.11773,5140,263,63,,,,,,,
170,207,0.26088,0.16416,0.10295,0.07977,0.04751,0.03605,2401,413,182,,,,,,,
